nacchoid,yearsurvey,county_fips,cty_fip_adj,lhd_name,stabrev
VA086,2014,51760,51760,City Of Richmond Health District,VA
VA086,2016,51760,51760,City Of Richmond Health District,VA
VA100,2006,51800,51800,Western Tidewater Health District,VA
VA100,2016,51800,51800,Western Tidewater Health District,VA
VA104,2012,51810,51810,Virginia Beach Department Of Public Health,VA
VA127,2012,51820,51820,Central Shenandoah Health District,VA
VA127,2014,51820,51820,Central Shenandoah Health District,VA
VA127,2016,51820,51820,Central Shenandoah Health District,VA
VA042,2006,51840,51840,Frederick/Winchester Health Department,VA
VA042,2016,51840,51840,Frederick/Winchester Health Department,VA
WA002,2016,53003,53003,Asotin County Health District,WA
WA006,2016,53009,53009,Clallam County Health and Human Services,WA
WA025,2006,53011,53011,SW Washington Health District/ Clark County Public Health,WA
WA025,2012,53011,53011,SW Washington Health District/ Clark County Public Health,WA
WA025,2014,53011,53011,SW Washington Health District/ Clark County Public Health,WA
WA025,2016,53011,53011,SW Washington Health District/ Clark County Public Health,WA
WA007,2016,53013,53013,Columbia County Health Department,WA
WA003,2014,53021,53021,Benton-Franklin District Health Department,WA
WA003,2016,53021,53021,Benton-Franklin District Health Department,WA
WA009,2016,53023,53023,Garfield County Health District,WA
WA010,2014,53025,53025,Grant County Health District,WA
WA010,2016,53025,53025,Grant County Health District,WA
WA011,2014,53027,53027,Grays Harbor County Public Health and Social Services,WA
WA011,2016,53027,53027,Grays Harbor County Public Health and Social Services,WA
WA013,2014,53031,53031,Jefferson County Public Health,WA
WA013,2016,53031,53031,Jefferson County Public Health,WA
WA022,2014,53033,53033,Seattle-King County Department Of Public Health,WA
WA022,2016,53033,53033,Seattle-King County Department Of Public Health,WA
WA004,2006,53035,53035,Bremerton-Kitsap County Health District,WA
WA004,2012,53035,53035,Bremerton-Kitsap County Health District,WA
WA004,2014,53035,53035,Bremerton-Kitsap County Health District,WA
WA004,2016,53035,53035,Bremerton-Kitsap County Health District,WA
WA014,2014,53037,53037,Kittitas County Health Department,WA
WA014,2016,53037,53037,Kittitas County Health Department,WA
WA034,2014,53039,53039,Klickitat County Health Department,WA
WA034,2016,53039,53039,Klickitat County Health Department,WA
WA015,2016,53041,53041,Lewis County Public Health & Social Services,WA
WA017,2014,53045,53045,Mason County Public Health and Human Services,WA
WA017,2016,53045,53045,Mason County Public Health and Human Services,WA
WA020,2014,53049,53049,Pacific County Health and Human Services Department,WA
WA020,2016,53049,53049,Pacific County Health and Human Services Department,WA
WA027,2006,53053,53053,Tacoma-Pierce County Health Department,WA
WA027,2012,53053,53053,Tacoma-Pierce County Health Department,WA
WA027,2014,53053,53053,Tacoma-Pierce County Health Department,WA
WA027,2016,53053,53053,Tacoma-Pierce County Health Department,WA
WA021,2016,53055,53055,San Juan County Health & Community Services,WA
WA024,2006,53061,53061,Snohomish Health District,WA
WA024,2012,53061,53061,Snohomish Health District,WA
WA024,2014,53061,53061,Snohomish Health District,WA
WA024,2016,53061,53061,Snohomish Health District,WA
WA026,2016,53063,53063,Spokane Regional Health District,WA
WA018,2014,53065,53065,Northeast Tri-County Health District,WA
WA018,2016,53065,53065,Northeast Tri-County Health District,WA
WA028,2006,53067,53067,Thurston County Public Health & Social Svcs Department,WA
WA028,2014,53067,53067,Thurston County Public Health & Social Svcs Department,WA
WA028,2016,53067,53067,Thurston County Public Health & Social Svcs Department,WA
WA029,2016,53069,53069,Wahkiakum County Health Department,WA
WA030,2014,53071,53071,Walla Walla County Health Department,WA
WA030,2016,53071,53071,Walla Walla County Health Department,WA
WA031,2012,53073,53073,Whatcom County Health Department,WA
WA031,2014,53073,53073,Whatcom County Health Department,WA
WA031,2016,53073,53073,Whatcom County Health Department,WA
WA033,2016,53077,53077,Yakima County Health District,WA
WV007,2014,54015,54015,Clay County Health Department,WV
WV008,2016,54017,54017,Doddridge County Health Department,WV
WV013,2014,54027,54027,Hampshire County Health Department,WV
WV018,2016,54037,54037,Jefferson County Health Department,WV
WV019,2006,54039,54039,Kanawha Charleston Health Department,WV
WV019,2016,54039,54039,Kanawha Charleston Health Department,WV
WV050,2016,54043,54043,Lincoln County Health Department,WV
WV024,2016,54053,54053,Mason County Health Department,WV
WV028,2014,54057,54057,Mineral County Health Department,WV
WV028,2016,54057,54057,Mineral County Health Department,WV
WV030,2016,54061,54061,Monongalia County Health Department,WV
WV033,2014,54067,54067,Nicholas County Health Department,WV
WV033,2016,54067,54067,Nicholas County Health Department,WV
WV047,2016,54069,54069,Wheeling-Ohio County Health Department,WV
WV999,2006,54081,54081,Bekley Raleigh Health Department,WV
WV999,2012,54081,54081,Bekley Raleigh Health Department,WV
WV999,2014,54081,54081,Bekley Raleigh Health Department,WV
WV999,2016,54081,54081,Bekley Raleigh Health Department,WV
WV039,2014,54083,54083,Randolph-Elkins Health Department,WV
WV039,2016,54083,54083,Randolph-Elkins Health Department,WV
WV027,2016,54107,54107,Mid-Ohio Valley Health Department,WV
WI012,2016,55017,55017,Chippewa County Department of Public Health,WI
WI017,2006,55025,55025,Dane County Division Of Public Health,WI
WI017,2014,55025,55025,Dane County Division Of Public Health,WI
WI047,2016,55025,55025,Madison Department Of Public Health,WI
WI019,2014,55027,55027,Dodge County Human Services and Health Department,WI
WI020,2014,55029,55029,Door County Public Health Department,WI
WI020,2016,55029,55029,Door County Public Health Department,WI
WI026,2014,55041,55041,Forest County Health Department,WI
WI026,2016,55041,55041,Forest County Health Department,WI
WI029,2014,55043,55043,Grant County Health Department,WI
WI029,2016,55043,55043,Grant County Health Department,WI
WI036,2016,55049,55049,Iowa County Health Department,WI
WI040,2014,55055,55055,Jefferson County Health Department,WI
WI040,2016,55055,55055,Jefferson County Health Department,WI
WI042,2006,55059,55059,Kenosha County Division Of Health,WI
WI042,2012,55059,55059,Kenosha County Division Of Health,WI
WI042,2014,55059,55059,Kenosha County Division Of Health,WI
WI042,2016,55059,55059,Kenosha County Division Of Health,WI
WI044,2006,55063,55063,Lacrosse County Health Department,WI
WI044,2012,55063,55063,Lacrosse County Health Department,WI
WI044,2014,55063,55063,Lacrosse County Health Department,WI
WI044,2016,55063,55063,Lacrosse County Health Department,WI
WI101,2014,55067,55067,Langlade County Health Department,WI
WI101,2016,55067,55067,Langlade County Health Department,WI
WI049,2014,55071,55071,Manitowoc County Health Department,WI
WI049,2016,55071,55071,Manitowoc County Health Department,WI
WI050,2006,55073,55073,Marathon County Health Department,WI
WI050,2012,55073,55073,Marathon County Health Department,WI
WI016,2014,55079,55079,Cudahy Health Department,WI
WI016,2016,55079,55079,Cudahy Health Department,WI
WI056,2006,55079,55079,Milwaukee Health Department,WI
WI056,2012,55079,55079,Milwaukee Health Department,WI
WI056,2016,55079,55079,Milwaukee Health Department,WI
WI096,2016,55079,55079,West Allis Health Department,WI
WI114,2014,55079,55079,North Shore Health Department,WI
WI114,2016,55079,55079,North Shore Health Department,WI
WI058,2014,55081,55081,Monroe County Health Agency,WI
WI058,2016,55081,55081,Monroe County Health Agency,WI
WI064,2012,55087,55087,Outagamie County Public Health,WI
WI064,2014,55087,55087,Outagamie County Public Health,WI
WI064,2016,55087,55087,Outagamie County Public Health,WI
WI065,2014,55089,55089,Ozaukee County Public Health Department,WI
WI066,2016,55091,55091,Pepin County Health Department,WI
WI068,2014,55095,55095,Polk County Health Department,WI
WI068,2016,55095,55095,Polk County Health Department,WI
WI008,2014,55101,55101,Central Racine County Health Department,WI
WI008,2016,55101,55101,Central Racine County Health Department,WI
WI073,2006,55105,55105,Rock County Public Health Department,WI
WI073,2012,55105,55105,Rock County Public Health Department,WI
WI073,2014,55105,55105,Rock County Public Health Department,WI
WI073,2016,55105,55105,Rock County Public Health Department,WI
WI078,2006,55117,55117,Sheboygan County Division Of Public Health,WI
WI078,2012,55117,55117,Sheboygan County Division Of Public Health,WI
WI078,2016,55117,55117,Sheboygan County Division Of Public Health,WI
WI090,2006,55131,55131,Washington County Health And Human Services,WI
WI090,2012,55131,55131,Washington County Health And Human Services,WI
WI090,2014,55131,55131,Washington County Health And Human Services,WI
WI090,2016,55131,55131,Washington County Health And Human Services,WI
WI092,2014,55133,55133,Waukesha County Public Health Division,WI
WI093,2016,55135,55135,Waupaca County Health Services Division,WI
WI094,2014,55137,55137,Waushara County Health Department,WI
WI094,2016,55137,55137,Waushara County Health Department,WI
WI100,2014,55141,55141,Wood County Health Department,WI
WI100,2016,55141,55141,Wood County Health Department,WI
WY049,2014,56001,56001,Albany County Public Health Nursing,WY
WY049,2016,56001,56001,Albany County Public Health Nursing,WY
WY003,2016,56007,56007,Carbon County Public Health,WY
WY010,2014,56017,56017,Hot Springs County Health Department,WY
WY010,2016,56017,56017,Hot Springs County Health Department,WY
WY005,2016,56021,56021,Cheyenne/Laramie City County Health Department,WY
WY004,2016,56025,56025,City of Casper-Natrona County Health Department,WY
WY015,2016,56029,56029,Park County Public Health Nursing,WY
WY017,2016,56033,56033,Sheridan County Public  Health,WY
WY020,2014,56039,56039,Teton County Health Department,WY
WY020,2016,56039,56039,Teton County Health Department,WY
